X,CH1,Start,Increment
Sequence,VOLT,7.98E-05,1.00E-06
0,(0.001600),,
1,(0.001600),,
2,(0.001600),,
3,(0.001600),,
4,(0.001600),,
5,(0.001600),,
6,(0.001600),,
7,(0.001600),,
8,(0.001600),,
9,(0.001600),,
10,(0.001600),,
11,(0.001600),,
12,(0.001600),,
13,(0.001600),,
14,(0.001400),,
15,(0.001600),,
16,(0.001600),,
17,(0.001600),,
18,(0.001600),,
19,(0.001600),,
20,(0.001600),,
21,(0.001400),,
22,(0.001600),,
23,(0.001600),,
24,(0.001400),,
25,(0.001600),,
26,(0.001600),,
27,(0.001400),,
28,(0.001600),,
29,(0.001600),,
30,(0.001600),,
31,(0.001600),,
32,(0.001600),,
33,(0.001600),,
34,(0.001600),,
35,(0.001600),,
36,(0.001600),,
37,(0.001400),,
38,(0.001600),,
39,(0.001600),,
40,(0.001600),,
41,(0.001600),,
42,(0.001600),,
43,(0.001600),,
44,(0.001600),,
45,(0.001600),,
46,(0.001600),,
47,(0.001600),,
48,(0.001400),,
49,(0.001600),,
50,(0.001600),,
51,(0.001400),,
52,(0.001600),,
53,(0.001600),,
54,(0.001600),,
55,(0.001600),,
56,(0.001600),,
57,(0.001600),,
58,(0.001400),,
59,(0.001600),,
60,(0.001600),,
61,(0.001600),,
62,(0.001600),,
63,(0.001600),,
64,(0.001600),,
65,(0.001600),,
66,(0.001600),,
67,(0.001600),,
68,(0.001400),,
69,(0.001600),,
70,(0.001600),,
71,(0.001600),,
72,(0.001600),,
73,(0.001600),,
74,(0.001600),,
75,(0.001600),,
76,(0.001600),,
77,(0.001400),,
78,(0.001600),,
79,(0.001600),,
80,(0.001600),,
81,(0.001600),,
82,(0.001600),,
83,(0.001600),,
84,(0.001600),,
85,(0.001600),,
86,(0.001600),,
87,(0.001600),,
88,(0.001600),,
89,(0.001600),,
90,(0.001600),,
91,(0.001600),,
92,(0.001600),,
93,(0.001600),,
94,(0.001600),,
95,(0.001600),,
96,(0.001600),,
97,(0.001600),,
98,(0.001600),,
99,(0.001600),,
100,(0.001600),,
101,(0.001600),,
102,(0.001600),,
103,(0.001600),,
104,(0.001600),,
105,(0.001600),,
106,(0.001600),,
107,(0.001600),,
108,(0.001600),,
109,(0.001600),,
110,(0.001600),,
111,(0.001600),,
112,(0.001600),,
113,(0.001600),,
114,(0.001600),,
115,(0.001600),,
116,(0.001600),,
117,(0.001400),,
118,(0.001600),,
119,(0.001600),,
120,(0.001600),,
121,(0.001600),,
122,(0.001600),,
123,(0.001600),,
124,(0.001600),,
125,(0.001600),,
126,(0.001600),,
127,(0.001600),,
128,(0.001600),,
129,(0.001600),,
130,(0.001600),,
131,(0.001600),,
132,(0.001600),,
133,(0.001600),,
134,(0.001600),,
135,(0.001600),,
136,(0.001600),,
137,(0.001600),,
138,(0.001600),,
139,(0.001600),,
140,(0.001600),,
141,(0.001400),,
142,(0.001600),,
143,(0.001600),,
144,(0.001600),,
145,(0.001600),,
146,(0.001600),,
147,(0.001600),,
148,(0.001600),,
149,(0.001600),,
150,(0.001600),,
151,(0.001600),,
152,(0.001600),,
153,(0.001600),,
154,(0.001600),,
155,(0.001600),,
156,(0.001400),,
157,(0.001400),,
158,(0.001200),,
159,(0.001200),,
160,(0.001200),,
161,(0.001000),,
162,(0.001000),,
163,(0.001000),,
164,(0.001000),,
165,(0.001000),,
166,(0.000800),,
167,(0.000800),,
168,(0.000800),,
169,(0.000800),,
170,(0.000800),,
171,(0.000800),,
172,(0.000800),,
173,(0.000800),,
174,(0.000600),,
175,(0.000600),,
176,(0.000600),,
177,(0.000600),,
178,(0.000600),,
179,(0.000600),,
180,(0.000600),,
181,(0.000600),,
182,(0.000600),,
183,(0.000600),,
184,(0.000600),,
185,(0.000600),,
186,(0.000600),,
187,(0.000600),,
188,(0.000600),,
189,(0.000600),,
190,(0.000600),,
191,(0.000600),,
192,(0.000600),,
193,(0.000600),,
194,(0.000600),,
195,(0.000600),,
196,(0.000600),,
197,(0.000600),,
198,(0.000600),,
199,(0.000600),,
200,(0.000600),,
201,(0.000600),,
202,(0.000600),,
203,(0.000600),,
204,(0.000600),,
205,(0.000600),,
206,(0.000600),,
207,(0.000600),,
208,(0.000600),,
209,(0.000600),,
210,(0.000600),,
211,(0.000600),,
212,(0.000600),,
213,(0.000600),,
214,(0.000600),,
215,(0.000600),,
216,(0.000600),,
217,(0.000600),,
218,(0.000800),,
219,(0.000800),,
220,(0.000800),,
221,(0.001000),,
222,(0.001000),,
223,(0.001000),,
224,(0.001000),,
225,(0.001200),,
226,(0.001200),,
227,(0.001200),,
228,(0.001200),,
229,(0.001200),,
230,(0.001200),,
231,(0.001400),,
232,(0.001400),,
233,(0.001400),,
234,(0.001400),,
235,(0.001400),,
236,(0.001400),,
237,(0.001400),,
238,(0.001400),,
239,(0.001400),,
240,(0.001400),,
241,(0.001400),,
242,(0.001400),,
243,(0.001400),,
244,(0.001400),,
245,(0.001400),,
246,(0.001400),,
247,(0.001400),,
248,(0.001400),,
249,(0.001400),,
250,(0.001400),,
251,(0.001400),,
252,(0.001400),,
253,(0.001400),,
254,(0.001400),,
255,(0.001400),,
256,(0.001400),,
257,(0.001400),,
258,(0.001400),,
259,(0.001400),,
260,(0.001600),,
261,(0.001400),,
262,(0.001400),,
263,(0.001600),,
264,(0.001400),,
265,(0.001400),,
266,(0.001600),,
267,(0.001600),,
268,(0.001400),,
269,(0.001600),,
270,(0.001600),,
271,(0.001600),,
272,(0.001600),,
273,(0.001600),,
274,(0.001600),,
275,(0.001600),,
276,(0.001600),,
277,(0.001600),,
278,(0.001600),,
279,(0.001600),,
280,(0.001600),,
281,(0.001400),,
282,(0.001600),,
283,(0.001600),,
284,(0.001600),,
285,(0.001600),,
286,(0.001600),,
287,(0.001600),,
288,(0.001600),,
289,(0.001600),,
290,(0.001600),,
291,(0.001600),,
292,(0.001600),,
293,(0.001600),,
294,(0.001600),,
295,(0.001600),,
296,(0.001600),,
297,(0.001600),,
298,(0.001600),,
299,(0.001600),,
300,(0.001600),,
301,(0.001600),,
302,(0.001600),,
303,(0.001600),,
304,(0.001600),,
305,(0.001600),,
306,(0.001600),,
307,(0.001600),,
308,(0.001600),,
309,(0.001600),,
310,(0.001600),,
311,(0.001600),,
312,(0.001600),,
313,(0.001600),,
314,(0.001600),,
315,(0.001600),,
316,(0.001400),,
317,(0.001400),,
318,(0.001200),,
319,(0.001200),,
320,(0.001200),,
321,(0.001000),,
322,(0.001000),,
323,(0.001000),,
324,(0.001000),,
325,(0.001000),,
326,(0.001000),,
327,(0.000800),,
328,(0.000800),,
329,(0.000800),,
330,(0.000800),,
331,(0.000800),,
332,(0.000800),,
333,(0.000800),,
334,(0.000800),,
335,(0.000600),,
336,(0.000600),,
337,(0.000600),,
338,(0.000600),,
339,(0.000600),,
340,(0.000600),,
341,(0.000600),,
342,(0.000600),,
343,(0.000600),,
344,(0.000600),,
345,(0.000600),,
346,(0.000600),,
347,(0.000600),,
348,(0.000600),,
349,(0.000600),,
350,(0.000600),,
351,(0.000600),,
352,(0.000600),,
353,(0.000600),,
354,(0.000600),,
355,(0.000600),,
356,(0.000600),,
357,(0.000600),,
358,(0.000600),,
359,(0.000600),,
360,(0.000600),,
361,(0.000600),,
362,(0.000600),,
363,(0.000600),,
364,(0.000600),,
365,(0.000600),,
366,(0.000600),,
367,(0.000600),,
368,(0.000600),,
369,(0.000600),,
370,(0.000600),,
371,(0.000600),,
372,(0.000600),,
373,(0.000600),,
374,(0.000600),,
375,(0.000600),,
376,(0.000600),,
377,(0.000600),,
378,(0.000600),,
379,(0.000600),,
380,(0.000600),,
381,(0.000600),,
382,(0.000600),,
383,(0.000600),,
384,(0.000600),,
385,(0.000600),,
386,(0.000600),,
387,(0.000600),,
388,(0.000600),,
389,(0.000600),,
390,(0.000600),,
391,(0.000600),,
392,(0.000600),,
393,(0.000600),,
394,(0.000600),,
395,(0.000600),,
396,(0.000600),,
397,(0.000600),,
398,(0.000600),,
399,(0.000600),,
400,(0.000600),,
401,(0.000600),,
402,(0.000600),,
403,(0.000600),,
404,(0.000600),,
405,(0.000600),,
406,(0.000600),,
407,(0.000600),,
408,(0.000600),,
409,(0.000600),,
410,(0.000600),,
411,(0.000600),,
412,(0.000600),,
413,(0.000600),,
414,(0.000600),,
415,(0.000600),,
416,(0.000600),,
417,(0.000600),,
418,(0.000600),,
419,(0.000600),,
420,(0.000600),,
421,(0.000600),,
422,(0.000600),,
423,(0.000600),,
424,(0.000600),,
425,(0.000600),,
426,(0.000600),,
427,(0.000600),,
428,(0.000600),,
429,(0.000600),,
430,(0.000600),,
431,(0.000800),,
432,(0.000800),,
433,(0.000800),,
434,(0.001000),,
435,(0.001000),,
436,(0.001000),,
437,(0.001000),,
438,(0.001200),,
439,(0.001200),,
440,(0.001200),,
441,(0.001200),,
442,(0.001200),,
443,(0.001200),,
444,(0.001200),,
445,(0.001200),,
446,(0.001400),,
447,(0.001400),,
448,(0.001400),,
