X,CH1,Start,Increment
205,0.000000 ,,
206,0.000000 ,,
207,0.000000 ,,
208,0.000000 ,,
209,0.000000 ,,
210,0.000000 ,,
211,0.000000 ,,
212,0.000000 ,,
213,0.000000 ,,
214,0.000000 ,,
215,0.000000 ,,
216,0.000000 ,,
217,0.000000 ,,
218,0.000000 ,,
219,0.000000 ,,
220,0.000000 ,,
221,0.000000 ,,
222,0.000000 ,,
223,0.000000 ,,
224,0.000000 ,,
225,0.000000 ,,
226,0.000000 ,,
227,0.000000 ,,
228,0.000000 ,,
229,0.000000 ,,
230,0.000000 ,,
231,0.000000 ,,
232,0.000000 ,,
233,0.000000 ,,
234,0.000000 ,,
235,0.000000 ,,
236,0.000000 ,,
237,0.000000 ,,
238,0.000000 ,,
239,0.000000 ,,
240,0.000000 ,,
241,0.000000 ,,
242,0.000000 ,,
243,0.000000 ,,
244,0.000000 ,,
245,0.000000 ,,
246,0.000000 ,,
247,0.000000 ,,
248,0.000000 ,,
249,0.000000 ,,
250,0.000000 ,,
251,0.000000 ,,
252,0.000000 ,,
253,0.000000 ,,
254,0.000000 ,,
255,0.000000 ,,
256,0.000000 ,,
257,0.000000 ,,
258,0.000000 ,,
259,0.000000 ,,
260,0.000000 ,,
261,0.000000 ,,
262,0.000000 ,,
263,0.000000 ,,
264,0.000000 ,,
265,0.000000 ,,
266,0.000000 ,,
267,0.000000 ,,
268,0.000000 ,,
269,0.000000 ,,
270,0.000000 ,,
271,0.000000 ,,
272,0.000000 ,,
273,0.000000 ,,
274,0.000000 ,,
275,0.000000 ,,
276,0.000000 ,,
277,0.000000 ,,
278,0.000000 ,,
279,0.000000 ,,
280,0.000000 ,,
281,0.000000 ,,
282,0.000000 ,,
283,0.000000 ,,
284,0.000000 ,,
285,0.000000 ,,
286,0.000000 ,,
287,0.000000 ,,
288,0.000000 ,,
289,0.000000 ,,
290,0.000000 ,,
291,0.000000 ,,
292,0.000000 ,,
293,0.000000 ,,
294,0.000000 ,,
295,0.000000 ,,
296,0.000000 ,,
297,0.000000 ,,
298,0.000000 ,,
299,0.000000 ,,
300,0.000000 ,,
301,0.000000 ,,
302,0.000000 ,,
303,0.000000 ,,
304,0.000000 ,,
305,0.000000 ,,
306,0.000000 ,,
307,0.000000 ,,
308,0.000000 ,,
309,0.000000 ,,
310,0.000000 ,,
311,0.000000 ,,
312,0.000000 ,,
313,0.000000 ,,
314,0.000000 ,,
315,0.000000 ,,
316,0.000000 ,,
317,0.000000 ,,
318,0.000000 ,,
319,0.000000 ,,
320,0.000000 ,,
321,0.000000 ,,
322,0.000000 ,,
323,0.000000 ,,
324,0.000000 ,,
325,0.000000 ,,
326,0.000000 ,,
327,0.000000 ,,
328,0.000000 ,,
329,0.000000 ,,
330,0.000000 ,,
331,0.000000 ,,
332,0.000000 ,,
333,0.000000 ,,
334,0.000000 ,,
335,0.000000 ,,
336,0.000000 ,,
337,0.000000 ,,
338,0.000000 ,,
339,0.000000 ,,
340,0.000000 ,,
341,0.000000 ,,
342,0.000000 ,,
343,0.000000 ,,
344,0.000000 ,,
345,0.000000 ,,
346,0.000000 ,,
347,0.000000 ,,
348,0.000000 ,,
349,0.000000 ,,
350,0.000000 ,,
351,0.000000 ,,
352,0.000000 ,,
353,0.000000 ,,
354,0.000000 ,,
355,0.000000 ,,
356,0.000000 ,,
357,0.000000 ,,
358,0.000000 ,,
359,0.000000 ,,
360,0.000000 ,,
361,0.000000 ,,
362,0.000000 ,,
363,0.000000 ,,
364,0.000000 ,,
365,0.000000 ,,
366,0.000000 ,,
367,0.000000 ,,
368,0.000000 ,,
369,0.000000 ,,
370,0.000000 ,,
371,0.000000 ,,
372,0.000000 ,,
373,0.000000 ,,
374,0.000000 ,,
375,0.000000 ,,
376,0.000000 ,,
377,0.000000 ,,
378,0.000000 ,,
379,0.000000 ,,
380,0.000000 ,,
381,0.000000 ,,
382,0.000000 ,,
383,0.000000 ,,
384,0.000000 ,,
385,0.000000 ,,
386,0.000000 ,,
387,0.000000 ,,
388,0.000000 ,,
389,0.000000 ,,
390,0.000000 ,,
391,0.000000 ,,
392,0.000000 ,,
393,0.000000 ,,
394,0.000000 ,,
395,0.000000 ,,
396,0.000000 ,,
397,0.000000 ,,
398,0.000000 ,,
399,0.000000 ,,
400,0.000000 ,,
401,0.000000 ,,
402,0.000000 ,,
403,0.000000 ,,
404,0.000000 ,,
405,0.000000 ,,
406,0.000000 ,,
407,0.000000 ,,
408,0.000000 ,,
409,0.000000 ,,
410,0.000000 ,,
411,0.000000 ,,
412,0.000000 ,,
413,0.000000 ,,
414,0.000000 ,,
415,0.000000 ,,
416,0.000000 ,,
417,0.000000 ,,
418,0.000000 ,,
419,0.000000 ,,
420,0.000000 ,,
421,0.000000 ,,
422,0.000000 ,,
423,0.000000 ,,
424,0.000000 ,,
425,0.000000 ,,
426,0.000000 ,,
427,0.000000 ,,
428,0.000000 ,,
429,0.000000 ,,
430,0.000000 ,,
431,0.000000 ,,
432,0.000000 ,,
433,0.000000 ,,
434,0.000000 ,,
435,0.000000 ,,
436,0.000000 ,,
437,0.000000 ,,
438,0.000000 ,,
439,0.000000 ,,
440,0.000000 ,,
441,0.000000 ,,
442,0.000000 ,,
443,0.000000 ,,
444,0.000000 ,,
445,0.000000 ,,
446,0.000000 ,,
447,0.000000 ,,
448,0.000000 ,,
449,0.000000 ,,
450,0.000000 ,,
451,0.000000 ,,
452,0.000000 ,,
453,0.000000 ,,
454,0.000000 ,,
455,0.000000 ,,
456,0.000000 ,,
457,0.000000 ,,
458,0.000000 ,,
459,0.000000 ,,
460,0.000000 ,,
461,0.000000 ,,
462,0.000000 ,,
463,0.000000 ,,
464,0.000000 ,,
465,0.000000 ,,
466,0.000000 ,,
467,0.000000 ,,
468,0.000000 ,,
469,0.000000 ,,
470,0.000000 ,,
471,0.000000 ,,
472,0.000000 ,,
473,0.000000 ,,
474,0.000000 ,,
475,0.000000 ,,
476,0.000000 ,,
477,0.000000 ,,
478,0.000000 ,,
479,0.000000 ,,
480,0.000000 ,,
481,0.000000 ,,
482,0.000000 ,,
483,0.000000 ,,
484,0.000000 ,,
485,0.000000 ,,
486,0.000000 ,,
487,0.000000 ,,
488,0.000000 ,,
489,0.000000 ,,
490,0.000000 ,,
491,0.000000 ,,
492,0.000000 ,,
493,0.000000 ,,
494,0.000000 ,,
495,0.000000 ,,
496,0.000000 ,,
497,0.000000 ,,
498,0.000000 ,,
499,0.000000 ,,
500,0.000000 ,,
501,0.000000 ,,
502,0.000000 ,,
503,0.000000 ,,
504,0.000000 ,,
505,0.000000 ,,
506,0.000000 ,,
507,0.000000 ,,
508,0.000000 ,,
509,0.000000 ,,
510,0.000000 ,,
511,0.000000 ,,
512,0.000000 ,,
513,0.000000 ,,
514,0.000280 ,,
515,0.000280 ,,
516,0.000280 ,,
517,0.000560 ,,
518,0.000560 ,,
519,0.000840 ,,
520,0.000840 ,,
521,0.001120 ,,
522,0.001120 ,,
523,0.001120 ,,
524,0.001120 ,,
525,0.001400 ,,
526,0.001400 ,,
527,0.001400 ,,
528,0.001680 ,,
529,0.001680 ,,
530,0.001960 ,,
531,0.001960 ,,
532,0.001960 ,,
533,0.002240 ,,
534,0.002240 ,,
535,0.002240 ,,
536,0.002240 ,,
537,0.002520 ,,
538,0.002520 ,,
539,0.002800 ,,
540,0.002800 ,,
541,0.003080 ,,
542,0.003080 ,,
543,0.003080 ,,
544,0.003080 ,,
545,0.003360 ,,
546,0.003360 ,,
547,0.003360 ,,
548,0.003360 ,,
549,0.003640 ,,
550,0.003640 ,,
551,0.003640 ,,
552,0.003640 ,,
553,0.003640 ,,
554,0.003920 ,,
555,0.003920 ,,
556,0.003920 ,,
557,0.004200 ,,
558,0.004200 ,,
559,0.004200 ,,
560,0.004200 ,,
561,0.004480 ,,
562,0.004480 ,,
563,0.004480 ,,
564,0.004480 ,,
565,0.004480 ,,
566,0.004480 ,,
567,0.004480 ,,
568,0.004760 ,,
569,0.004760 ,,
570,0.004760 ,,
571,0.004760 ,,
572,0.004760 ,,
573,0.004760 ,,
574,0.004760 ,,
575,0.004760 ,,
576,0.004760 ,,
577,0.004760 ,,
578,0.004760 ,,
579,0.004760 ,,
580,0.004760 ,,
581,0.004760 ,,
582,0.004760 ,,
583,0.004760 ,,
584,0.004760 ,,
585,0.004760 ,,
586,0.004760 ,,
587,0.004760 ,,
588,0.004760 ,,
589,0.004760 ,,
590,0.004760 ,,
591,0.004760 ,,
592,0.004760 ,,
593,0.004480 ,,
594,0.004480 ,,
595,0.004480 ,,
596,0.004480 ,,
597,0.004480 ,,
598,0.004480 ,,
599,0.004200 ,,
600,0.004200 ,,
601,0.004200 ,,
602,0.004200 ,,
603,0.004200 ,,
604,0.004200 ,,
605,0.004200 ,,
606,0.004200 ,,
607,0.004200 ,,
608,0.004200 ,,
609,0.004200 ,,
610,0.004200 ,,
611,0.003920 ,,
612,0.003920 ,,
613,0.003920 ,,
614,0.003640 ,,
615,0.003640 ,,
616,0.003640 ,,
617,0.003640 ,,
618,0.003360 ,,
619,0.003360 ,,
620,0.003360 ,,
621,0.003080 ,,
622,0.003080 ,,
623,0.003080 ,,
624,0.002800 ,,
625,0.002800 ,,
626,0.002800 ,,
627,0.002520 ,,
628,0.002520 ,,
629,0.002240 ,,
630,0.002240 ,,
631,0.002240 ,,
632,0.001960 ,,
633,0.001960 ,,
634,0.001960 ,,
635,0.001680 ,,
636,0.001680 ,,
637,0.001400 ,,
638,0.001400 ,,
639,0.001400 ,,
640,0.001120 ,,
641,0.001120 ,,
642,0.000840 ,,
643,0.000840 ,,
644,0.000840 ,,
645,0.000560 ,,
646,0.000560 ,,
647,0.000280 ,,
648,0.000280 ,,
649,0.000280 ,,
650,0.000000 ,,
651,0.000000 ,,
652,0.000000 ,,
653,-0.000280 ,,
654,-0.000280 ,,
655,-0.000280 ,,
656,-0.000280 ,,
657,-0.000560 ,,
658,-0.000560 ,,
659,-0.000840 ,,
660,-0.000840 ,,
661,-0.000840 ,,
662,-0.001120 ,,
663,-0.001120 ,,
664,-0.001120 ,,
665,-0.001120 ,,
666,-0.001400 ,,
667,-0.001400 ,,
668,-0.001400 ,,
669,-0.001400 ,,
670,-0.001400 ,,
671,-0.001400 ,,
672,-0.001400 ,,
673,-0.001680 ,,
674,-0.001680 ,,
675,-0.001680 ,,
676,-0.001680 ,,
677,-0.001680 ,,
678,-0.001680 ,,
679,-0.001680 ,,
680,-0.001680 ,,
681,-0.001680 ,,
682,-0.001680 ,,
683,-0.001680 ,,
684,-0.001680 ,,
685,-0.001680 ,,
686,-0.001400 ,,
687,-0.001400 ,,
688,-0.001400 ,,
689,-0.001400 ,,
690,-0.001400 ,,
691,-0.001400 ,,
692,-0.001120 ,,
693,-0.001120 ,,
694,-0.001120 ,,
695,-0.001120 ,,
696,-0.000840 ,,
697,-0.000840 ,,
698,-0.000560 ,,
699,-0.000560 ,,
700,-0.000560 ,,
701,-0.000280 ,,
702,-0.000280 ,,
703,0.000000 ,,
704,0.000000 ,,
705,0.000280 ,,
706,0.000280 ,,
707,0.000280 ,,
708,0.000560 ,,
709,0.000560 ,,
710,0.000840 ,,
711,0.000840 ,,
712,0.001120 ,,
713,0.001120 ,,
714,0.001400 ,,
715,0.001400 ,,
716,0.001680 ,,
717,0.001960 ,,
718,0.001960 ,,
719,0.002240 ,,
720,0.002520 ,,
721,0.002520 ,,
722,0.002800 ,,
723,0.002800 ,,
724,0.002800 ,,
725,0.003080 ,,
726,0.003080 ,,
727,0.003360 ,,
728,0.003640 ,,
729,0.003640 ,,
730,0.003920 ,,
731,0.003920 ,,
732,0.003920 ,,
733,0.004200 ,,
734,0.004200 ,,
735,0.004480 ,,
736,0.004480 ,,
737,0.004480 ,,
738,0.004760 ,,
739,0.004760 ,,
740,0.005040 ,,
741,0.005040 ,,
742,0.005040 ,,
743,0.005040 ,,
744,0.005320 ,,
745,0.005600 ,,
746,0.005600 ,,
747,0.005600 ,,
748,0.005880 ,,
749,0.005880 ,,
750,0.005880 ,,
751,0.006160 ,,
752,0.006160 ,,
753,0.006160 ,,
754,0.006160 ,,
755,0.006440 ,,
756,0.006440 ,,
757,0.006440 ,,
758,0.006440 ,,
759,0.006440 ,,
760,0.006440 ,,
761,0.006440 ,,
762,0.006440 ,,
763,0.006440 ,,
764,0.006440 ,,
765,0.006720 ,,
766,0.006720 ,,
767,0.006720 ,,
768,0.006720 ,,
769,0.006720 ,,
770,0.006720 ,,
771,0.006720 ,,
772,0.006720 ,,
773,0.006720 ,,
774,0.006720 ,,
775,0.006720 ,,
776,0.006720 ,,
777,0.006720 ,,
778,0.006720 ,,
779,0.006720 ,,
780,0.006720 ,,
781,0.006720 ,,
782,0.006720 ,,
783,0.006720 ,,
784,0.006720 ,,
785,0.006720 ,,
786,0.006720 ,,
787,0.006720 ,,
788,0.006720 ,,
789,0.006720 ,,
790,0.006720 ,,
791,0.006720 ,,
792,0.006720 ,,
793,0.006720 ,,
794,0.006720 ,,
795,0.006720 ,,
796,0.006720 ,,
797,0.006720 ,,
798,0.006720 ,,
799,0.006720 ,,
800,0.006720 ,,
801,0.006720 ,,
802,0.006440 ,,
803,0.006440 ,,
804,0.006440 ,,
805,0.006440 ,,
806,0.006440 ,,
807,0.006440 ,,
808,0.006160 ,,
809,0.006160 ,,
810,0.006160 ,,
811,0.006160 ,,
812,0.005880 ,,
813,0.005880 ,,
814,0.005880 ,,
815,0.005880 ,,
816,0.005600 ,,
817,0.005600 ,,
818,0.005600 ,,
819,0.005320 ,,
820,0.005320 ,,
821,0.005320 ,,
822,0.005040 ,,
823,0.005040 ,,
824,0.005040 ,,
825,0.004760 ,,
826,0.004760 ,,
827,0.004760 ,,
828,0.004480 ,,
829,0.004200 ,,
830,0.004200 ,,
831,0.004200 ,,
832,0.003920 ,,
833,0.003920 ,,
834,0.003640 ,,
835,0.003640 ,,
836,0.003360 ,,
837,0.003360 ,,
838,0.003080 ,,
839,0.003080 ,,
840,0.002800 ,,
841,0.002800 ,,
842,0.002520 ,,
843,0.002520 ,,
844,0.002520 ,,
845,0.002240 ,,
846,0.002240 ,,
847,0.002240 ,,
848,0.001960 ,,
849,0.001960 ,,
850,0.001960 ,,
851,0.001680 ,,
852,0.001680 ,,
853,0.001400 ,,
854,0.001400 ,,
855,0.001120 ,,
856,0.001120 ,,
857,0.001120 ,,
858,0.000840 ,,
859,0.000840 ,,
860,0.000840 ,,
861,0.000560 ,,
862,0.000560 ,,
863,0.000280 ,,
864,0.000280 ,,
865,0.000280 ,,
866,0.000000 ,,
867,0.000000 ,,
868,0.000000 ,,
869,-0.000280 ,,
870,-0.000280 ,,
871,-0.000280 ,,
872,-0.000280 ,,
873,-0.000280 ,,
874,-0.000560 ,,
875,-0.000560 ,,
876,-0.000560 ,,
877,-0.000560 ,,
878,-0.000560 ,,
879,-0.000560 ,,
880,-0.000560 ,,
881,-0.000560 ,,
882,-0.000560 ,,
883,-0.000560 ,,
884,-0.000840 ,,
885,-0.000560 ,,
886,-0.000560 ,,
887,-0.000560 ,,
888,-0.000280 ,,
889,-0.000280 ,,
890,-0.000280 ,,
891,-0.000280 ,,
892,-0.000280 ,,
893,-0.000280 ,,
894,0.000000 ,,
895,0.000000 ,,
896,0.000280 ,,
897,0.000280 ,,
898,0.000280 ,,
899,0.000280 ,,
900,0.000560 ,,
901,0.000560 ,,
902,0.000840 ,,
903,0.000840 ,,
904,0.001120 ,,
905,0.001120 ,,
906,0.001120 ,,
907,0.001400 ,,
908,0.001400 ,,
909,0.001680 ,,
910,0.001680 ,,
911,0.001960 ,,
912,0.002240 ,,
913,0.002240 ,,
914,0.002520 ,,
915,0.002520 ,,
916,0.002800 ,,
917,0.002800 ,,
918,0.003080 ,,
919,0.003360 ,,
920,0.003360 ,,
921,0.003640 ,,
922,0.003640 ,,
923,0.003640 ,,
924,0.003920 ,,
925,0.003920 ,,
926,0.004200 ,,
927,0.004200 ,,
928,0.004480 ,,
929,0.004760 ,,
930,0.004760 ,,
931,0.005040 ,,
932,0.005040 ,,
933,0.005320 ,,
934,0.005320 ,,
935,0.005600 ,,
936,0.005600 ,,
937,0.005880 ,,
938,0.005880 ,,
939,0.006160 ,,
940,0.006160 ,,
941,0.006440 ,,
942,0.006440 ,,
943,0.006720 ,,
944,0.006720 ,,
945,0.006720 ,,
946,0.007000 ,,
947,0.007000 ,,
948,0.007280 ,,
949,0.007280 ,,
950,0.007560 ,,
951,0.007560 ,,
952,0.007840 ,,
953,0.007840 ,,
954,0.007840 ,,
955,0.008120 ,,
956,0.008120 ,,
957,0.008120 ,,
958,0.008120 ,,
959,0.008120 ,,
960,0.008400 ,,
961,0.008400 ,,
962,0.008680 ,,
963,0.008680 ,,
964,0.008680 ,,
965,0.008680 ,,
966,0.008960 ,,
967,0.008960 ,,
968,0.008960 ,,
969,0.008960 ,,
970,0.008960 ,,
971,0.009240 ,,
972,0.009240 ,,
973,0.009240 ,,
974,0.009240 ,,
975,0.009240 ,,
976,0.009240 ,,
977,0.009240 ,,
978,0.009520 ,,
979,0.009520 ,,
980,0.009520 ,,
981,0.009520 ,,
982,0.009520 ,,
983,0.009520 ,,
984,0.009520 ,,
985,0.009520 ,,
986,0.009520 ,,
987,0.009520 ,,
988,0.009520 ,,
989,0.009520 ,,
990,0.009520 ,,
991,0.009520 ,,
992,0.009520 ,,
993,0.009520 ,,
994,0.009520 ,,
995,0.009520 ,,
996,0.009520 ,,
997,0.009520 ,,
998,0.009520 ,,
999,0.009520 ,,
1000,0.009520 ,,
1001,0.009520 ,,
1002,0.009800 ,,
1003,0.009800 ,,
1004,0.009800 ,,
1005,0.009520 ,,
1006,0.009520 ,,
1007,0.009520 ,,
1008,0.009240 ,,
1009,0.009240 ,,
1010,0.009240 ,,
1011,0.009240 ,,
1012,0.009240 ,,
1013,0.009240 ,,
1014,0.008960 ,,
1015,0.008960 ,,
1016,0.008680 ,,
1017,0.008680 ,,
1018,0.008680 ,,
1019,0.008680 ,,
1020,0.008400 ,,
1021,0.008400 ,,
1022,0.008400 ,,
1023,0.008400 ,,
1024,0.008120 ,,
1025,0.008120 ,,
1026,0.007840 ,,
1027,0.007840 ,,
1028,0.007840 ,,
1029,0.007560 ,,
1030,0.007560 ,,
1031,0.007280 ,,
1032,0.007280 ,,
1033,0.007000 ,,
1034,0.007000 ,,
1035,0.007000 ,,
1036,0.006720 ,,
1037,0.006720 ,,
1038,0.006720 ,,
1039,0.006440 ,,
1040,0.006440 ,,
1041,0.006440 ,,
1042,0.006160 ,,
1043,0.006160 ,,
1044,0.006160 ,,
1045,0.005880 ,,
1046,0.005880 ,,
1047,0.005880 ,,
1048,0.005600 ,,
1049,0.005320 ,,
1050,0.005320 ,,
1051,0.005320 ,,
1052,0.005040 ,,
1053,0.005040 ,,
1054,0.004760 ,,
1055,0.004760 ,,
1056,0.004480 ,,
1057,0.004480 ,,
1058,0.004200 ,,
1059,0.004200 ,,
1060,0.003920 ,,
1061,0.003920 ,,
1062,0.003920 ,,
1063,0.003920 ,,
1064,0.003640 ,,
1065,0.003360 ,,
1066,0.003360 ,,
1067,0.003080 ,,
1068,0.003080 ,,
1069,0.003080 ,,
1070,0.002800 ,,
1071,0.002800 ,,
1072,0.002800 ,,
1073,0.002800 ,,
1074,0.002520 ,,
1075,0.002520 ,,
1076,0.002520 ,,
1077,0.002520 ,,
1078,0.002520 ,,
1079,0.002520 ,,
1080,0.002520 ,,
1081,0.002240 ,,
1082,0.002240 ,,
1083,0.002240 ,,
1084,0.002240 ,,
1085,0.002240 ,,
1086,0.002240 ,,
1087,0.002240 ,,
1088,0.002240 ,,
1089,0.002240 ,,
1090,0.002240 ,,
1091,0.002240 ,,
1092,0.002240 ,,
1093,0.002240 ,,
1094,0.002240 ,,
1095,0.002240 ,,
1096,0.002240 ,,
1097,0.002520 ,,
1098,0.002520 ,,
1099,0.002520 ,,
1100,0.002520 ,,
1101,0.002520 ,,
1102,0.002520 ,,
1103,0.002800 ,,
1104,0.002800 ,,
1105,0.002800 ,,
1106,0.003080 ,,
1107,0.003080 ,,
1108,0.003080 ,,
1109,0.003080 ,,
1110,0.003360 ,,
1111,0.003360 ,,
1112,0.003640 ,,
1113,0.003640 ,,
1114,0.003920 ,,
1115,0.003920 ,,
1116,0.003920 ,,
1117,0.004200 ,,
1118,0.004200 ,,
1119,0.004480 ,,
1120,0.004480 ,,
1121,0.004760 ,,
1122,0.004760 ,,
1123,0.004760 ,,
1124,0.004760 ,,
1125,0.005040 ,,
1126,0.005320 ,,
1127,0.005320 ,,
1128,0.005600 ,,
1129,0.005600 ,,
1130,0.005880 ,,
1131,0.005880 ,,
1132,0.006160 ,,
1133,0.006160 ,,
1134,0.006440 ,,
1135,0.006440 ,,
1136,0.006720 ,,
1137,0.006720 ,,
1138,0.007000 ,,
1139,0.007000 ,,
1140,0.007280 ,,
1141,0.007280 ,,
1142,0.007560 ,,
1143,0.007560 ,,
1144,0.007840 ,,
1145,0.007840 ,,
1146,0.007840 ,,
1147,0.007840 ,,
1148,0.008120 ,,
1149,0.008400 ,,
1150,0.008400 ,,
1151,0.008400 ,,
1152,0.008680 ,,
1153,0.008680 ,,
1154,0.008960 ,,
1155,0.008960 ,,
1156,0.009240 ,,
1157,0.009240 ,,
1158,0.009520 ,,
1159,0.009520 ,,
1160,0.009520 ,,
1161,0.009800 ,,
1162,0.009800 ,,
1163,0.009800 ,,
1164,0.009800 ,,
1165,0.010100 ,,
1166,0.010100 ,,
1167,0.010400 ,,
1168,0.010400 ,,
1169,0.010600 ,,
1170,0.010600 ,,
1171,0.010600 ,,
1172,0.010900 ,,
1173,0.010900 ,,
1174,0.010900 ,,
1175,0.011200 ,,
1176,0.011500 ,,
1177,0.011500 ,,
1178,0.011800 ,,
1179,0.011800 ,,
1180,0.012000 ,,
1181,0.012000 ,,
1182,0.012000 ,,
1183,0.012300 ,,
1184,0.012300 ,,
1185,0.012300 ,,
1186,0.012600 ,,
1187,0.012600 ,,
1188,0.012600 ,,
1189,0.012600 ,,
1190,0.012600 ,,
1191,0.012600 ,,
1192,0.012600 ,,
1193,0.012600 ,,
1194,0.012900 ,,
1195,0.012900 ,,
1196,0.012900 ,,
1197,0.012900 ,,
1198,0.012900 ,,
1199,0.012900 ,,
1200,0.012900 ,,
1201,0.012900 ,,
1202,0.012900 ,,
1203,0.012900 ,,
1204,0.012900 ,,
1205,0.012900 ,,
1206,0.012900 ,,
1207,0.012900 ,,
1208,0.012900 ,,
1209,0.012900 ,,
1210,0.012900 ,,
1211,0.012900 ,,
1212,0.012900 ,,
1213,0.012900 ,,
1214,0.012600 ,,
1215,0.012600 ,,
1216,0.012600 ,,
1217,0.012600 ,,
1218,0.012600 ,,
1219,0.012600 ,,
1220,0.012600 ,,
1221,0.012600 ,,
1222,0.012600 ,,
1223,0.012600 ,,
1224,0.012600 ,,
1225,0.012600 ,,
1226,0.012300 ,,
1227,0.012300 ,,
1228,0.012300 ,,
1229,0.012300 ,,
1230,0.012300 ,,
1231,0.012000 ,,
1232,0.012000 ,,
1233,0.012000 ,,
1234,0.012000 ,,
1235,0.011800 ,,
1236,0.011800 ,,
1237,0.011800 ,,
1238,0.011500 ,,
