X,CH1,Start,Increment,adjusted
Sequence,VOLT,-1.20E-04,1.00E-06,
0,0,,,0.0112
1,0,,,0.0112
2,0,,,0.0112
3,0,,,0.0112
4,0,,,0.0112
5,0,,,0.0112
6,0,,,0.0112
7,0,,,0.0112
8,0,,,0.0112
9,0,,,0.0112
10,0,,,0.0112
11,0,,,0.0112
12,0,,,0.0112
13,0,,,0.0112
14,0,,,0.0112
15,0,,,0.0112
16,0,,,0.0112
17,0,,,0.0112
18,0,,,0.0112
19,0,,,0.0112
20,0,,,0.0112
21,0,,,0.0112
22,0,,,0.0112
23,0,,,0.0112
24,0,,,0.0112
25,0,,,0.0112
26,0,,,0.0112
27,0,,,0.0112
28,0,,,0.0112
29,0,,,0.0112
30,0,,,0.0112
31,0,,,0.0112
32,0,,,0.0112
33,0,,,0.0112
34,0,,,0.0112
35,0,,,0.0112
36,0,,,0.0112
37,0,,,0.0112
38,0,,,0.0112
39,0,,,0.0112
40,0,,,0.0112
41,0,,,0.0112
42,0,,,0.0112
43,0,,,0.0112
44,0,,,0.0112
45,0,,,0.0112
46,0,,,0.0112
47,0,,,0.0112
48,0,,,0.0112
49,0,,,0.0112
50,0,,,0.0112
51,0,,,0.0112
52,0,,,0.0112
53,0,,,0.0112
54,0,,,0.0112
55,0,,,0.0112
56,0,,,0.0112
57,0,,,0.0112
58,0,,,0.0112
59,0,,,0.0112
60,0,,,0.0112
61,0,,,0.0112
62,0,,,0.0112
63,0,,,0.0112
64,0,,,0.0112
65,0,,,0.0112
66,0,,,0.0112
67,0,,,0.0112
68,0,,,0.0112
69,0,,,0.0112
70,0,,,0.0112
71,0,,,0.0112
72,0,,,0.0112
73,0,,,0.0112
74,0,,,0.0112
75,0,,,0.0112
76,0,,,0.0112
77,0,,,0.0112
78,0,,,0.0112
79,0,,,0.0112
80,0,,,0.0112
81,0,,,0.0112
82,0,,,0.0112
83,0,,,0.0112
84,0,,,0.0112
85,0,,,0.0112
86,0,,,0.0112
87,0,,,0.0112
88,0,,,0.0112
89,0,,,0.0112
90,0,,,0.0112
91,0,,,0.0112
92,0,,,0.0112
93,0,,,0.0112
94,0,,,0.0112
95,0,,,0.0112
96,0,,,0.0112
97,0,,,0.0112
98,0,,,0.0112
99,0,,,0.0112
100,0,,,0.0112
101,0,,,0.0112
102,0,,,0.0112
103,0,,,0.0112
104,0,,,0.0112
105,0,,,0.0112
106,0,,,0.0112
107,0,,,0.0112
108,0,,,0.0112
109,0,,,0.0112
110,0,,,0.0112
111,0,,,0.0112
112,0,,,0.0112
113,0,,,0.0112
114,0,,,0.0112
115,0,,,0.0112
116,0,,,0.0112
117,0,,,0.0112
118,0,,,0.0112
119,0,,,0.0112
120,0,,,0.0112
121,0,,,0.0112
122,0,,,0.0112
123,0,,,0.0112
124,0,,,0.0112
125,0,,,0.0112
126,0,,,0.0112
127,0,,,0.0112
128,0,,,0.0112
129,0,,,0.0112
130,0,,,0.0112
131,0,,,0.0112
132,0,,,0.0112
133,0,,,0.0112
134,0,,,0.0112
135,0,,,0.0112
136,0,,,0.0112
137,0,,,0.0112
138,0,,,0.0112
139,0,,,0.0112
140,0,,,0.0112
141,0,,,0.0112
142,0,,,0.0112
143,0,,,0.0112
144,0,,,0.0112
145,0,,,0.0112
146,0,,,0.0112
147,0,,,0.0112
148,0,,,0.0112
149,0,,,0.0112
150,0,,,0.0112
151,0,,,0.0112
152,0,,,0.0112
153,0,,,0.0112
154,0,,,0.0112
155,0,,,0.0112
156,0,,,0.0112
157,0,,,0.0112
158,0,,,0.0112
159,0,,,0.0112
160,0,,,0.0112
161,0,,,0.0112
162,0,,,0.0112
163,0,,,0.0112
164,0,,,0.0112
165,0,,,0.0112
166,0,,,0.0112
167,0,,,0.0112
168,0,,,0.0112
169,0,,,0.0112
170,0,,,0.0112
171,0,,,0.0112
172,0,,,0.0112
173,0,,,0.0112
174,0,,,0.0112
175,0,,,0.0112
176,0,,,0.0112
177,0,,,0.0112
178,0,,,0.0112
179,0,,,0.0112
180,0,,,0.0112
181,0,,,0.0112
182,0,,,0.0112
183,0,,,0.0112
184,0,,,0.0112
185,0,,,0.0112
186,0,,,0.0112
187,0,,,0.0112
188,0,,,0.0112
189,0,,,0.0112
190,0,,,0.0112
191,0,,,0.0112
192,0,,,0.0112
193,0,,,0.0112
194,0,,,0.0112
195,0,,,0.0112
196,0,,,0.0112
197,0,,,0.0112
198,0,,,0.0112
199,0,,,0.0112
200,0,,,0.0112
201,0,,,0.0112
202,0,,,0.0112
203,0,,,0.0112
204,0,,,0.0112
205,0,,,0.0112
206,0,,,0.0112
207,0,,,0.0112
208,0,,,0.0112
209,0,,,0.0112
210,0,,,0.0112
211,0,,,0.0112
212,0,,,0.0112
213,0,,,0.0112
214,0,,,0.0112
215,0,,,0.0112
216,0,,,0.0112
217,0,,,0.0112
218,0,,,0.0112
219,0,,,0.0112
220,0,,,0.0112
221,0,,,0.0112
222,0,,,0.0112
223,0,,,0.0112
224,0,,,0.0112
225,0,,,0.0112
226,0,,,0.0112
227,0,,,0.0112
228,0,,,0.0112
229,0,,,0.0112
230,0,,,0.0112
231,0,,,0.0112
232,0,,,0.0112
233,0,,,0.0112
234,0,,,0.0112
235,0,,,0.0112
236,0,,,0.0112
237,0,,,0.0112
238,0,,,0.0112
239,0,,,0.0112
240,0,,,0.0112
241,0,,,0.0112
242,0,,,0.0112
